#This file contains index list and other info


#********************************
# Species list with their indexes
1	E	krome_idx_E
323	HCL+	krome_idx_HCLj
324	F+	krome_idx_Fj
325	HF+	krome_idx_HFj
326	HS+	krome_idx_HSj
327	NH+	krome_idx_NHj
328	OH+	krome_idx_OHj
329	PN+	krome_idx_PNj
330	S2+	krome_idx_S2j
331	SIH+	krome_idx_SIHj
332	SIO+	krome_idx_SIOj
333	H2O+	krome_idx_H2Oj
334	HNSI+	krome_idx_HNSIj
335	S2H+	krome_idx_S2Hj
336	PH2+	krome_idx_PH2j
337	H2CS+	krome_idx_H2CSj
338	H2S2+	krome_idx_H2S2j
339	HSIO+	krome_idx_HSIOj
340	C4P+	krome_idx_C4Pj
341	HCO2+	krome_idx_HCO2j
342	PCH3+	krome_idx_PCH3j
343	CH4+	krome_idx_CH4j
344	C2NH+	krome_idx_C2NHj
345	SIH4+	krome_idx_SIH4j
346	NH4+	krome_idx_NH4j
347	H2NC+	krome_idx_H2NCj
348	C3H2N+	krome_idx_C3H2Nj
349	C7H2+	krome_idx_C7H2j
350	C5H4+	krome_idx_C5H4j
351	C7HN+	krome_idx_C7HNj
352	C9H2+	krome_idx_C9H2j
353	C7H4+	krome_idx_C7H4j
354	C9HN+	krome_idx_C9HNj
355	N2+	krome_idx_N2j
356	CO2+	krome_idx_CO2j
357	HEH+	krome_idx_HEHj
358	SO2+	krome_idx_SO2j
359	C6H5+	krome_idx_C6H5j
360	C5H5+	krome_idx_C5H5j
361	N2H+	krome_idx_N2Hj
362	NO2+	krome_idx_NO2j
363	PC2H2+	krome_idx_PC2H2j
364	PNH2+	krome_idx_PNH2j
365	PCH2+	krome_idx_PCH2j
366	HC2S+	krome_idx_HC2Sj
367	HC3S+	krome_idx_HC3Sj
368	H3CS+	krome_idx_H3CSj
369	HC4S+	krome_idx_HC4Sj
370	SIF+	krome_idx_SIFj
371	SINH2+	krome_idx_SINH2j
372	SIC2H3+	krome_idx_SIC2H3j
373	SIC3H2+	krome_idx_SIC3H2j
374	C2HO+	krome_idx_C2HOj
375	H3O+	krome_idx_H3Oj
376	H3S+	krome_idx_H3Sj
377	HOCS+	krome_idx_HOCSj
378	CH5O+	krome_idx_CH5Oj
379	NCO+	krome_idx_NCOj
380	HNCO+	krome_idx_HNCOj
381	C2N2+	krome_idx_C2N2j
382	O2H+	krome_idx_O2Hj
383	CH5+	krome_idx_CH5j
384	H2CL+	krome_idx_H2CLj
385	H2F+	krome_idx_H2Fj
386	CH3O2+	krome_idx_CH3O2j
387	H2PO+	krome_idx_H2POj
388	PNH3+	krome_idx_PNH3j
389	PCH4+	krome_idx_PCH4j
390	PC2H3+	krome_idx_PC2H3j
391	HSIS+	krome_idx_HSISj
392	HSO+	krome_idx_HSOj
393	HNS+	krome_idx_HNSj
394	HPN+	krome_idx_HPNj
395	H2NO+	krome_idx_H2NOj
396	NAH2O+	krome_idx_NAH2Oj
397	PH3+	krome_idx_PH3j
398	SINCH+	krome_idx_SINCHj
399	HSIO2+	krome_idx_HSIO2j
400	HSO2+	krome_idx_HSO2j
401	HC3O+	krome_idx_HC3Oj
402	PC3H+	krome_idx_PC3Hj
403	H3S2+	krome_idx_H3S2j
404	H3SIO+	krome_idx_H3SIOj
405	PC4H+	krome_idx_PC4Hj
406	NH2CNH+	krome_idx_NH2CNHj
407	SIC4H+	krome_idx_SIC4Hj
408	SICH4+	krome_idx_SICH4j
409	SIH5+	krome_idx_SIH5j
410	C2H4N+	krome_idx_C2H4Nj
411	NH2CH2O+	krome_idx_NH2CH2Oj
412	C2H6+	krome_idx_C2H6j
413	C3H4N+	krome_idx_C3H4Nj
414	C3H5+	krome_idx_C3H5j
415	C4H4+	krome_idx_C4H4j
416	CH6N+	krome_idx_CH6Nj
417	C5H2N+	krome_idx_C5H2Nj
418	C4H4N+	krome_idx_C4H4Nj
419	H5C2O2+	krome_idx_H5C2O2j
420	C2H5OH2+	krome_idx_C2H5OH2j
421	CH3OCH4+	krome_idx_CH3OCH4j
422	C7H2N+	krome_idx_C7H2Nj
423	C3H6OH+	krome_idx_C3H6OHj
424	C6H4N+	krome_idx_C6H4Nj
425	C9H3+	krome_idx_C9H3j
426	C7H5+	krome_idx_C7H5j
427	C8H4N+	krome_idx_C8H4Nj
428	C9H2N+	krome_idx_C9H2Nj
429	C6H7+	krome_idx_C6H7j
430	NAH2+	krome_idx_NAH2j
431	PC2H4+	krome_idx_PC2H4j
432	C4H5+	krome_idx_C4H5j
433	H2CCL+	krome_idx_H2CCLj
434	PC4H2+	krome_idx_PC4H2j
435	C6H4+	krome_idx_C6H4j
436	C8H4+	krome_idx_C8H4j
437	C9H4+	krome_idx_C9H4j
438	C4H7+	krome_idx_C4H7j
439	HC4N+	krome_idx_HC4Nj
440	HC4O+	krome_idx_HC4Oj
441	C5N+	krome_idx_C5Nj
442	H2C4N+	krome_idx_H2C4Nj
443	H3C4N+	krome_idx_H3C4Nj
444	C7N+	krome_idx_C7Nj
445	C5H3N+	krome_idx_C5H3Nj
446	C9N+	krome_idx_C9Nj
447	C7H3N+	krome_idx_C7H3Nj
448	C9H3N+	krome_idx_C9H3Nj
449	OCS+H2	krome_idx_OCSjH2
450	H2C3O+	krome_idx_H2C3Oj
451	H3C3O+	krome_idx_H3C3Oj
452	C5H4N+	krome_idx_C5H4Nj
453	C8H5+	krome_idx_C8H5j
454	C9H5+	krome_idx_C9H5j
455	CR	krome_idx_CR
456	g	krome_idx_g
457	Tgas	krome_idx_Tgas
458	dummy	krome_idx_dummy

#Note: the first 454 variables above should be used
# as framework code passive scalars, while the last 4
# are employed inside KROME.


#********************************
# Species in a Python list of strings
["E", "GRAIN-", "H-", "C-", "CN-", "O-", "OH-", "S-", "GRAIN0", "C", \
 "FE", "H", "HE", "MG", "N", "NA", "O", "S", "SI", "H2", \
 "CO", "CL", "P", "C2", "CCL", "CH", "CLO", "CN", "CP", "CS", \
 "HCL", "HF", "F", "HS", "MGH", "N2", "NAH", "NH", "NO", "NS", \
 "O2", "OH", "PH", "PN", "PO", "S2", "SIC", "SIH", "SIN", "SIO", \
 "SIS", "SO", "C2H", "C2N", "C2S", "C3", "CCO", "CCP", "CH2", "CO2", \
 "H2O", "H2S", "HCN", "HCO", "HCP", "HCS", "HCSI", "HNC", "HNO", "HNSI", \
 "HPO", "HS2", "N2O", "NAOH", "NH2", "NO2", "O2H", "OCN", "OCS", "PH2", \
 "SIC2", "SIH2", "SINC", "SIO2", "SO2", "C2H2", "C3H", "HC3", "C3N", "C3O", \
 "C3P", "C3S", "C4", "CH3", "H2CO", "H2CS", "H2O2", "H2S2", "H2SIO", "HCCP", \
 "NH3", "SIC2H", "SIC3", "SICH2", "SIH3", "C2H2N", "C2H2O", "C2H3", "C3H2", "H2C3", \
 "C4H", "C4N", "C4P", "C4S", "C5", "CH2O2", "CH2PH", "CH3N", "CH4", "HC3N", \
 "SIC2H2", "SIC3H", "SIC4", "SICH3", "SIH4", "C2H3N", "C2H4", "C3H3", "C4H2", "C5H", \
 "C5N", "C6", "CH3OH", "C2H4O", "C2H5", "C3H3N", "C3H4", "C5H2", "C6H", "C7", \
 "CH5N", "HC5N", "C6H2", "C7H", "C7N", "C8", "CH3C3N", "HCOOCH3", "C2H5OH", "C7H2", \
 "C8H", "C9", "CH3C4H", "CH3OCH3", "HC7N", "C2H6CO", "C8H2", "C9H", "C9N", "CH3C5N", \
 "C9H2", "CH3C6H", "CH3C7N", "HC9N", "HCNC2", "HC2NC", "HNC3", "NH2CHO", "C4H3", "NH2CN", \
 "C6H6", "H2CN", "C10", "C11", "SIC3H3", "SIC4H", "SIC6H", "SIC8H", "SIC2H3", "C3H6", \
 "SIC3H5", "C4H4", "C4H6", "HC4N", "HC6N", "HC8N", "HC10N", "HC11N", "HC12N", "NC4N", \
 "NC6N", "NC8N", "NC10N", "NC12N", "HC13N", "H_DUST", "H_DUSTH_DUST", "C+", "FE+", "H+", \
 "HE+", "MG+", "N+", "NA+", "O+", "S+", "SI+", "H3+", "HCO+", "CL+", \
 "P+", "CO+", "H2+", "NO+", "O2+", "CH2+", "H2S+", "HCS+", "HNO+", "NH2+", \
 "OCS+", "C2H2+", "CH3+", "NH3+", "C2H2O+", "CH2O2+", "C2H3N+", "C2H4+", "C4H2+", "H3CO+", \
 "CH4O+", "C2H4O+", "C3H4+", "CH5N+", "C2H5OH+", "CH3OCH3+", "CH+", "CCL+", "C2+", "CLO+", \
 "CP+", "CF+", "CS+", "CN+", "NS+", "PH+", "PO+", "SIC+", "SIN+", "SIS+", \
 "SO+", "C3+", "C2S+", "C2O+", "CCP+", "C2H+", "HOC+", "C2N+", "CNC+", "HCP+", \
 "SIC2+", "SINC+", "HPO+", "HCN+", "CHSI+", "SIH2+", "C3H+", "C4+", "C3O+", "C3S+", \
 "H2CO+", "H2SIO+", "HCNH+", "SIC2H+", "SIC3+", "CH2SI+", "SIH3+", "C2H2N+", "C2H3+", "C3H2+", \
 "H2C3+", "C4H+", "C5+", "C4S+", "PC2H+", "C3N+", "C4N+", "C3HN+", "HNC+", "SIC3H+", \
 "SIC4+", "SIC2H2+", "SICH3+", "HC2NCH+", "C3H3+", "H3C3+", "C5H+", "C6+", "C2H3O+", "C2H5+", \
 "C3H3N+", "C5H2+", "C4H3+", "C6H+", "C7+", "CH4N+", "C5HN+", "C7H+", "C8+", "COOCH4+", \
 "C2H5O+", "C8H+", "C9+", "C5H3+", "C6H2+", "C6H3+", "C2H6CO+", "C9H+", "C10+", "C7H3+", \
 "C8H2+", "C8H3+", "HCL+", "F+", "HF+", "HS+", "NH+", "OH+", "PN+", "S2+", \
 "SIH+", "SIO+", "H2O+", "HNSI+", "S2H+", "PH2+", "H2CS+", "H2S2+", "HSIO+", "C4P+", \
 "HCO2+", "PCH3+", "CH4+", "C2NH+", "SIH4+", "NH4+", "H2NC+", "C3H2N+", "C7H2+", "C5H4+", \
 "C7HN+", "C9H2+", "C7H4+", "C9HN+", "N2+", "CO2+", "HEH+", "SO2+", "C6H5+", "C5H5+", \
 "N2H+", "NO2+", "PC2H2+", "PNH2+", "PCH2+", "HC2S+", "HC3S+", "H3CS+", "HC4S+", "SIF+", \
 "SINH2+", "SIC2H3+", "SIC3H2+", "C2HO+", "H3O+", "H3S+", "HOCS+", "CH5O+", "NCO+", "HNCO+", \
 "C2N2+", "O2H+", "CH5+", "H2CL+", "H2F+", "CH3O2+", "H2PO+", "PNH3+", "PCH4+", "PC2H3+", \
 "HSIS+", "HSO+", "HNS+", "HPN+", "H2NO+", "NAH2O+", "PH3+", "SINCH+", "HSIO2+", "HSO2+", \
 "HC3O+", "PC3H+", "H3S2+", "H3SIO+", "PC4H+", "NH2CNH+", "SIC4H+", "SICH4+", "SIH5+", "C2H4N+", \
 "NH2CH2O+", "C2H6+", "C3H4N+", "C3H5+", "C4H4+", "CH6N+", "C5H2N+", "C4H4N+", "H5C2O2+", "C2H5OH2+", \
 "CH3OCH4+", "C7H2N+", "C3H6OH+", "C6H4N+", "C9H3+", "C7H5+", "C8H4N+", "C9H2N+", "C6H7+", "NAH2+", \
 "PC2H4+", "C4H5+", "H2CCL+", "PC4H2+", "C6H4+", "C8H4+", "C9H4+", "C4H7+", "HC4N+", "HC4O+", \
 "C5N+", "H2C4N+", "H3C4N+", "C7N+", "C5H3N+", "C9N+", "C7H3N+", "C9H3N+", "OCS+H2", "H2C3O+", \
 "H3C3O+", "C5H4N+", "C8H5+", "C9H5+", "CR", "g", "Tgas", "dummy", ]


#********************************
#useful parameters
krome_nrea           = 4436 !number of reactions
krome_nmols          = 454  !number of chemical species
krome_nspec          = 458  !number of species including Tgas,CR,...
krome_ndust          = 0    !number of dust bins (total)
krome_ndustTypes     = 0    !number of dust types
krome_nPhotoBins     = 0    !number of radiation bins
krome_nPhotoRates    = 0    !number of photochemical reactions


#********************************
#list of reactions (including with multiple limits)
1	E + GRAIN0 -> GRAIN-
2	C+ + GRAIN- -> C + GRAIN0
3	FE+ + GRAIN- -> FE + GRAIN0
4	H+ + GRAIN- -> H + GRAIN0
5	HE+ + GRAIN- -> HE + GRAIN0
6	MG+ + GRAIN- -> MG + GRAIN0
7	N+ + GRAIN- -> N + GRAIN0
8	NA+ + GRAIN- -> NA + GRAIN0
9	O+ + GRAIN- -> O + GRAIN0
10	S+ + GRAIN- -> S + GRAIN0
11	SI+ + GRAIN- -> SI + GRAIN0
12	H3+ + GRAIN- -> H2 + H + GRAIN0
13	HCO+ + GRAIN- -> H + CO + GRAIN0
14	C -> C+ + E
15	CL -> CL+ + E
16	FE -> FE+ + E
17	H -> H+ + E
18	HE -> HE+ + E
19	MG -> MG+ + E
20	N -> N+ + E
21	NA -> NA+ + E
22	O -> O+ + E
23	P -> P+ + E
24	S -> S+ + E
25	SI -> SI+ + E
26	C2 -> C + C
27	CCL -> C + CL
28	CH -> C + H
29	CLO -> CL + O
30	CN -> C + N
31	CO -> C + O
32	CO -> CO+ + E
33	CP -> C + P
34	CS -> C + S
35	H2 -> H + H
36	H2 -> H+ + H + E
37	H2 -> H+ + H-
38	H2 -> H2+ + E
39	HCL -> H + CL
40	HF -> F + H
41	HS -> H + S
42	MGH -> MG + H
43	N2 -> N + N
44	NAH -> NA + H
45	NH -> N + H
46	NO -> N + O
47	NO -> NO+ + E
48	NS -> N + S
49	O2 -> O + O
50	O2 -> O2+ + E
51	OH -> O + H
52	PH -> P + H
53	PN -> P + N
54	PO -> P + O
55	S2 -> S + S
56	SIC -> SI + C
57	SIH -> SI + H
58	SIN -> SI + N
59	SIO -> SI + O
60	SIS -> SI + S
61	SO -> S + O
62	C2H -> C2 + H
63	C2N -> C + CN
64	C2S -> CS + C
65	C3 -> C2 + C
66	CCO -> C2 + O
67	CCO -> CO + C
68	CCP -> C2 + P
69	CCP -> CP + C
70	CH2 -> CH2+ + E
71	CO2 -> CO + O
72	H2O -> OH + H
73	H2S -> H2 + S
74	H2S -> H2S+ + E
75	HCN -> CN + H
76	HCO -> CO + H
77	HCO -> HCO+ + E
78	HCP -> CP + H
79	HCS -> HCS+ + E
80	HCSI -> CH + SI
81	HNC -> CN + H
82	HNO -> HNO+ + E
83	HNSI -> SIN + H
84	HPO -> PO + H
85	HS2 -> HS + S
86	N2O -> NO + N
87	NAOH -> NA + OH
88	NH2 -> NH + H
89	NH2 -> NH2+ + E
90	NO2 -> NO + O
91	O2H -> O + OH
92	O2H -> O2 + H
93	OCN -> CN + O
94	OCS -> CO + S
95	OCS -> OCS+ + E
96	PH2 -> PH + H
97	SIC2 -> SIC + C
98	SIH2 -> SIH + H
99	SINC -> SI + CN
100	SIO2 -> SIO + O
101	SO2 -> SO + O
102	C2H2 -> C2H + H
103	C2H2 -> C2H2+ + E
104	C3H -> C3 + H
105	HC3 -> C3 + H
106	C3N -> C2 + CN
107	C3O -> C2 + CO
108	C3P -> CCP + C
109	C3S -> C2 + CS
110	C4 -> C3 + C
111	CH3 -> CH2 + H
112	CH3 -> CH3+ + E
113	H2CO -> CO + H2
114	H2CS -> H2 + CS
115	H2O2 -> OH + OH
116	H2S2 -> HS + HS
117	H2SIO -> SIO + H2
118	HCCP -> CCP + H
119	NH3 -> NH + H2
120	NH3 -> NH2 + H
121	NH3 -> NH3+ + E
122	SIC2H -> SIC2 + H
123	SIC3 -> SIC2 + C
124	SICH2 -> SIC + H2
125	SIH3 -> SIH2 + H
126	C2H2N -> CH2 + CN
127	C2H2O -> CH2 + CO
128	C2H2O -> C2H2O+ + E
129	C2H3 -> C2H2 + H
130	C3H2 -> C3H + H
131	H2C3 -> HC3 + H
132	C4H -> C4 + H
133	C4N -> C3 + CN
134	C4P -> C3P + C
135	C4S -> C3 + CS
136	C5 -> C4 + C
137	CH2O2 -> HCO + OH
138	CH2O2 -> CH2O2+ + E
139	CH2PH -> HCP + H2
140	CH3N -> HCN + H2
141	CH4 -> CH2 + H2
142	HC3N -> C2H + CN
143	SIC2H2 -> SIC2 + H2
144	SIC3H -> SIC3 + H
145	SIC4 -> SIC2 + C2
146	SICH3 -> SICH2 + H
147	SIH4 -> SIH2 + H2
148	C2H3N -> CH3 + CN
149	C2H3N -> C2H3N+ + E
150	C2H4 -> C2H2 + H2
151	C2H4 -> C2H4+ + E
152	C3H3 -> C3H2 + H
153	C3H3 -> H2C3 + H
154	C4H2 -> C2H + C2H
155	C4H2 -> C4H + H
156	C4H2 -> C4H2+ + E
157	C5H -> C5 + H
